network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
4.30.218.72/29,5143966,6252001,,0,0,10996,41.3945,-73.9737,50
4.30.218.80/28,5143966,6252001,,0,0,10996,41.3945,-73.9737,50
4.30.218.96/27,5105300,6252001,,0,0,7670,40.918,-73.9619,50
4.30.218.128/25,5143966,6252001,,0,0,10996,41.3945,-73.9737,50
4.30.219.0/24,5143966,6252001,,0,0,10996,41.3945,-73.9737,50
4.30.220.0/22,5143966,6252001,,0,0,10996,41.3945,-73.9737,50
4.30.224.0/21,4348240,6252001,,0,0,21014,39.5372,-76.3605,500
4.30.232.0/23,4459426,6252001,,0,0,28327,35.3076,-79.3952,500
4.30.234.0/23,4460243,6252001,,0,0,28273,35.1287,-80.9338,500
4.30.236.0/23,4584556,6252001,,0,0,29720,34.7487,-80.7595,500
4.30.238.0/23,4644585,6252001,,0,0,37206,36.1769,-86.7339,500
4.30.240.0/20,4460243,6252001,,0,0,28273,35.1287,-80.9338,500
4.31.0.0/22,4716805,6252001,,0,0,77630,30.0778,-93.8609,100
4.31.4.0/23,4699066,6252001,,0,0,77042,29.7406,-95.5583,50
4.31.6.0/23,4671654,6252001,,0,0,78745,30.2095,-97.7972,500
4.31.8.0/22,5579276,6252001,,0,0,80503,40.1559,-105.1624,500
4.31.12.0/23,5412347,6252001,,0,0,80015,39.6253,-104.7863,5
4.31.14.0/23,5549030,6252001,,0,0,,40.7592,-111.8875,1000
4.31.16.0/21,5133273,6252001,,0,0,11103,40.7609,-73.9115,20
4.31.24.0/21,5239058,6252001,,0,0,5855,44.9393,-72.2065,200
4.31.32.0/24,4159050,6252001,,0,0,33033,25.4931,-80.4344,200
4.31.33.0/24,4148677,6252001,,0,0,33435,26.5226,-80.06,1000
4.31.34.0/24,4148411,6252001,,0,0,33434,26.3852,-80.1767,5
4.31.35.0/24,4164138,6252001,,0,0,33134,25.7641,-80.2702,100
4.31.36.0/23,4164138,6252001,,0,0,33136,25.7869,-80.2021,100
4.31.38.0/23,4148411,6252001,,0,0,33431,26.3796,-80.1029,20
4.31.40.0/23,8469295,6252001,,0,0,7869,40.8446,-74.5749,1000
4.31.42.0/24,4502962,6252001,,0,0,8330,39.4276,-74.7075,20
4.31.43.0/24,4893037,6252001,,0,0,60423,41.5094,-87.8248,50
4.31.44.0/22,5100280,6252001,,0,0,8701,40.0881,-74.1963,100
4.31.48.0/21,7284982,6252001,,0,0,91607,34.1676,-118.3892,50
4.31.56.0/23,7284982,6252001,,0,0,91607,34.1676,-118.3892,50
4.31.58.0/23,5369367,6252001,,0,0,90262,33.9277,-118.2034,50
4.31.60.0/24,5396003,6252001,,0,0,93063,34.3046,-118.6844,50
4.31.61.0/26,5396003,6252001,,0,0,93063,34.3046,-118.6844,50
4.31.61.64/27,5396003,6252001,,0,0,93063,34.3046,-118.6844,50
4.31.61.96/28,5396003,6252001,,0,0,93063,34.3046,-118.6844,50
4.31.61.112/30,5396003,6252001,,0,0,93063,34.3046,-118.6844,50
4.31.61.116/31,5396003,6252001,,0,0,93063,34.3046,-118.6844,50
4.31.61.118/32,5368361,6252001,,0,0,90001,33.972,-118.242,50
4.31.61.119/32,5396003,6252001,,0,0,93063,34.3046,-118.6844,50
4.31.61.120/29,5396003,6252001,,0,0,93063,34.3046,-118.6844,50
4.31.61.128/25,5396003,6252001,,0,0,93063,34.3046,-118.6844,50
4.31.62.0/23,5396003,6252001,,0,0,93063,34.3046,-118.6844,50
4.31.64.0/21,4758023,6252001,,0,0,22033,38.8754,-77.3853,500
4.31.72.0/22,5128581,6252001,,0,0,10005,40.7033,-74.0039,500
4.31.76.0/22,4792255,6252001,,0,0,20186,38.6877,-77.8369,500
4.31.80.0/20,4758023,6252001,,0,0,22033,38.8754,-77.3853,500
4.31.96.0/23,5799625,6252001,,0,0,98032,47.3798,-122.2893,100
4.31.98.0/25,5799625,6252001,,0,0,98032,47.3798,-122.2893,100
4.31.98.128/26,5799625,6252001,,0,0,98032,47.3798,-122.2893,100
4.31.98.192/28,5799625,6252001,,0,0,98032,47.3798,-122.2893,100
4.31.98.208/29,5799625,6252001,,0,0,98032,47.3798,-122.2893,100
4.31.98.216/30,5799625,6252001,,0,0,98032,47.3798,-122.2893,100
4.31.98.220/31,5799625,6252001,,0,0,98032,47.3798,-122.2893,100
4.31.98.222/32,5812944,6252001,,0,0,98405,47.2476,-122.4643,100
4.31.98.223/32,5799625,6252001,,0,0,98032,47.3798,-122.2893,100
4.31.98.224/27,5799625,6252001,,0,0,98032,47.3798,-122.2893,100
4.31.99.0/24,5799625,6252001,,0,0,98032,47.3798,-122.2893,100
4.31.100.0/23,5799625,6252001,,0,0,98032,47.3798,-122.2893,100
4.31.102.0/24,5799625,6252001,,0,0,98032,47.3798,-122.2893,100
4.31.103.0/24,5079250,6252001,,0,0,68776,42.4608,-96.4222,100
4.31.104.0/21,4180439,6252001,,0,0,30342,33.8842,-84.3761,10
4.31.112.0/24,5205849,6252001,,0,0,19460,40.1262,-75.5268,50
4.31.113.0/29,5205849,6252001,,0,0,19460,40.1262,-75.5268,50
4.31.113.8/30,5205849,6252001,,0,0,19460,40.1262,-75.5268,50
4.31.113.12/31,5205849,6252001,,0,0,19460,40.1262,-75.5268,50
4.31.113.14/32,5205849,6252001,,0,0,19460,40.1262,-75.5268,50
4.31.113.15/32,4560349,6252001,,0,0,19107,39.9543,-75.1657,50
4.31.113.16/28,5205849,6252001,,0,0,19460,40.1262,-75.5268,50
4.31.113.32/27,5205849,6252001,,0,0,19460,40.1262,-75.5268,50
4.31.113.64/26,5205849,6252001,,0,0,19460,40.1262,-75.5268,50
4.31.113.128/25,5205849,6252001,,0,0,19460,40.1262,-75.5268,50
4.31.114.0/23,5205849,6252001,,0,0,19460,40.1262,-75.5268,50
4.31.116.0/22,5205849,6252001,,0,0,19460,40.1262,-75.5268,50
4.31.120.0/22,5011908,6252001,,0,0,48180,42.2316,-83.2659,50
4.31.124.0/23,4985601,6252001,,0,0,48111,42.1955,-83.4894,50
4.31.126.0/23,4985153,6252001,,0,0,49014,42.303,-85.1304,100
4.31.128.0/23,4281730,6252001,,0,0,67208,37.7042,-97.2778,1000
4.31.130.0/24,4715292,6252001,,0,0,76180,32.8404,-97.2285,100
4.31.131.0/24,4736028,6252001,,0,0,75160,32.7546,-96.2826,20
4.31.132.0/24,4500458,6252001,,0,0,8205,39.4722,-74.4566,1000
4.31.133.0/24,6252001,6252001,,0,0,,37.751,-97.822,1000
4.31.134.0/23,6252001,6252001,,0,0,,37.751,-97.822,1000
4.31.136.0/23,6254927,6252001,,0,0,,39.9544,-75.1657,1000
4.31.138.0/24,4699066,6252001,,0,0,77098,29.735,-95.4118,1000
4.31.139.0/24,5194302,6252001,,0,0,19044,40.1821,-75.1479,1000
4.31.140.0/22,4691930,6252001,,0,0,76112,32.7507,-97.2095,1000
4.31.144.0/22,4050552,6252001,,0,0,38016,35.164,-89.7826,20
4.31.148.0/23,4644585,6252001,,0,0,37212,36.1315,-86.8019,500
4.31.150.0/24,4167147,6252001,,0,0,32832,28.3774,-81.1888,500
4.31.151.0/24,4644585,6252001,,0,0,37212,36.1315,-86.8019,500
4.31.152.0/22,4951257,6252001,,0,0,2143,42.3797,-71.1034,50
4.31.156.0/24,4951257,6252001,,0,0,2143,42.3797,-71.1034,50
4.31.157.0/26,4951257,6252001,,0,0,2143,42.3797,-71.1034,50
4.31.157.64/28,4948247,6252001,,0,0,2269,42.2556,-70.9984,50
4.31.157.80/28,4951257,6252001,,0,0,2143,42.3797,-71.1034,50
4.31.157.96/27,4951257,6252001,,0,0,2143,42.3797,-71.1034,50
4.31.157.128/25,4951257,6252001,,0,0,2143,42.3797,-71.1034,50
4.31.158.0/23,4951257,6252001,,0,0,2143,42.3797,-71.1034,50
4.31.160.0/26,4358772,6252001,,0,0,20639,38.6095,-76.6003,1000
4.31.160.64/26,4744870,6252001,,0,0,20146,39.0839,-77.6454,1000
4.31.160.128/25,4358772,6252001,,0,0,20639,38.6095,-76.6003,1000
4.31.161.0/24,4358772,6252001,,0,0,20639,38.6095,-76.6003,1000
4.31.162.0/23,4358772,6252001,,0,0,20639,38.6095,-76.6003,1000
4.31.164.0/22,4358772,6252001,,0,0,20639,38.6095,-76.6003,1000
4.31.168.0/21,4314744,6252001,,0,0,70422,30.7214,-90.4895,500
4.31.176.0/23,4153132,6252001,,0,0,33484,26.4543,-80.1337,100
4.31.178.0/23,4167147,6252001,,0,0,32812,28.4998,-81.3288,100
4.31.180.0/23,4167147,6252001,,0,0,32809,28.4627,-81.3954,20
4.31.182.0/23,4155751,6252001,,0,0,32259,30.0822,-81.5498,200
4.31.184.0/22,5295985,6252001,,0,0,85304,33.5899,-112.1739,5
4.31.188.0/23,5295985,6252001,,0,0,85304,33.5899,-112.1739,5
4.31.190.0/25,5295985,6252001,,0,0,85304,33.5899,-112.1739,5
4.31.190.128/26,5295985,6252001,,0,0,85304,33.5899,-112.1739,5
4.31.190.192/28,5295985,6252001,,0,0,85304,33.5899,-112.1739,5
4.31.190.208/30,5295985,6252001,,0,0,85304,33.5899,-112.1739,5
4.31.190.212/32,5295985,6252001,,0,0,85304,33.5899,-112.1739,5
4.31.190.213/32,5308655,6252001,,0,0,85001,33.4532,-112.0749,5
4.31.190.214/31,5295985,6252001,,0,0,85304,33.5899,-112.1739,5
4.31.190.216/29,5295985,6252001,,0,0,85304,33.5899,-112.1739,5
4.31.190.224/27,5295985,6252001,,0,0,85304,33.5899,-112.1739,5
4.31.191.0/24,5295985,6252001,,0,0,85304,33.5899,-112.1739,5
4.31.192.0/23,5400075,6252001,,0,0,94087,37.3479,-122.0351,50
4.31.194.0/24,5400075,6252001,,0,0,94087,37.3479,-122.0351,50
4.31.195.0/26,5400075,6252001,,0,0,94087,37.3479,-122.0351,50
4.31.195.64/28,5400075,6252001,,0,0,94087,37.3479,-122.0351,50
4.31.195.80/29,5400075,6252001,,0,0,94087,37.3479,-122.0351,50
4.31.195.88/30,5400075,6252001,,0,0,94087,37.3479,-122.0351,50
4.31.195.92/31,5400075,6252001,,0,0,94087,37.3479,-122.0351,50
4.31.195.94/32,5391959,6252001,,0,0,94131,37.747,-122.4389,50
4.31.195.95/32,5400075,6252001,,0,0,94087,37.3479,-122.0351,50
4.31.195.96/27,5400075,6252001,,0,0,94087,37.3479,-122.0351,50
4.31.195.128/25,5400075,6252001,,0,0,94087,37.3479,-122.0351,50
4.31.196.0/22,5400075,6252001,,0,0,94087,37.3479,-122.0351,50
4.31.200.0/22,4180439,6252001,,0,0,30341,33.8895,-84.2921,500
4.31.204.0/23,4292188,6252001,,0,0,40601,38.2281,-84.8697,50
4.31.206.0/25,4133806,6252001,,0,0,72167,34.4483,-92.6619,500
4.31.206.128/26,4133806,6252001,,0,0,72167,34.4483,-92.6619,500
4.31.206.192/27,4099194,6252001,,0,0,72002,34.6313,-92.4727,500
4.31.206.224/27,4133806,6252001,,0,0,72167,34.4483,-92.6619,500
4.31.207.0/24,4179574,6252001,,0,0,30005,34.0782,-84.2281,20
4.31.208.0/21,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.216.0/24,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.217.0/27,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.217.32/28,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.217.48/30,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.217.52/31,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.217.54/32,4164138,6252001,,0,0,33136,25.7869,-80.2021,20
4.31.217.55/32,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.217.56/29,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.217.64/26,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.217.128/25,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.218.0/23,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.220.0/23,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.222.0/24,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.223.0/25,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.223.128/26,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.223.192/28,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.223.208/28,4164138,6252001,,0,0,33133,25.7349,-80.2228,20
4.31.223.224/27,4148411,6252001,,0,0,33434,26.3852,-80.1767,20
4.31.224.0/19,6252001,6252001,,0,0,,37.751,-97.822,1000
4.32.0.0/16,6252001,6252001,,0,0,,37.751,-97.822,1000
4.33.0.0/17,6252001,6252001,,0,0,,37.751,-97.822,1000
4.33.128.0/18,6252001,6252001,,0,0,,37.751,-97.822,1000
4.33.192.0/21,2634803,6252001,,0,0,E11,51.5689,0.008,50
4.33.200.0/22,2634803,6252001,,0,0,E11,51.5689,0.008,50
4.33.204.0/23,2643743,6252001,,0,0,W2,51.509,-0.1882,50
4.33.206.0/24,2643743,6252001,,0,0,W2,51.509,-0.1882,50
4.33.207.0/24,2634803,6252001,,0,0,E11,51.5689,0.008,50
4.33.208.0/21,2634803,6252001,,0,0,E11,51.5689,0.008,50
4.33.216.0/23,2643743,6252001,,0,0,W2,51.509,-0.1882,50
4.33.218.0/24,2643743,6252001,,0,0,W2,51.509,-0.1882,50
4.33.219.0/24,2634803,6252001,,0,0,E11,51.5689,0.008,50
4.33.220.0/22,2634803,6252001,,0,0,E11,51.5689,0.008,50
4.33.224.0/19,6252001,6252001,,0,0,,37.751,-97.822,1000
4.34.0.0/24,4369596,6252001,,0,0,20902,39.037,-77.0412,50
4.34.1.0/26,4369596,6252001,,0,0,20902,39.037,-77.0412,50
4.34.1.64/27,4369596,6252001,,0,0,20902,39.037,-77.0412,50
4.34.1.96/30,4369596,6252001,,0,0,20902,39.037,-77.0412,50
4.34.1.100/30,4355843,6252001,,0,0,20884,39.1488,-77.2092,50
4.34.1.104/29,4369596,6252001,,0,0,20902,39.037,-77.0412,50
4.34.1.112/28,4369596,6252001,,0,0,20902,39.037,-77.0412,50
4.34.1.128/25,4369596,6252001,,0,0,20902,39.037,-77.0412,50
4.34.2.0/23,4353765,6252001,,0,0,21222,39.2619,-76.4992,10
4.34.4.0/22,4350635,6252001,,0,0,21228,39.2812,-76.7406,50
4.34.8.0/21,6252001,6252001,,0,0,,37.751,-97.822,1000
4.34.16.0/23,4480285,6252001,,0,0,27560,35.8332,-78.8473,200
4.34.18.0/23,4460243,6252001,,0,0,28269,35.2916,-80.8201,20
4.34.20.0/25,4460243,6252001,,0,0,28210,35.1293,-80.864,100
4.34.20.128/26,4460243,6252001,,0,0,28227,35.1936,-80.6865,100
4.34.20.192/26,4469146,6252001,,0,0,27455,36.1825,-79.8103,100
4.34.21.0/25,4460243,6252001,,0,0,28210,35.1293,-80.864,100
4.34.21.128/27,4460243,6252001,,0,0,28210,35.1293,-80.864,100
4.34.21.160/28,4460243,6252001,,0,0,28210,35.1293,-80.864,100
4.34.21.176/28,4469146,6252001,,0,0,27406,36.0217,-79.7839,100
4.34.21.192/26,4460243,6252001,,0,0,28210,35.1293,-80.864,100
4.34.22.0/25,4578977,6252001,,0,0,29708,35.0502,-80.9908,200
4.34.22.128/26,4578977,6252001,,0,0,29708,35.0502,-80.9908,200
4.34.22.192/26,4460162,6252001,,0,0,27516,35.9151,-79.0972,200
4.34.23.0/24,4459467,6252001,,0,0,27519,35.8047,-78.8881,200
4.34.24.0/24,4557158,6252001,,0,0,15422,39.9789,-79.8074,100
4.34.25.0/24,5178027,6252001,,0,0,15001,40.5908,-80.3155,100
4.34.26.0/23,5204964,6252001,,0,0,17078,40.2995,-76.5868,20
4.34.28.0/23,5206379,6252001,,0,0,15205,40.4322,-80.1021,100
4.34.30.0/23,5198218,6252001,,0,0,17543,40.1846,-76.3015,20
4.34.32.0/23,5574410,6252001,,0,0,80610,40.5938,-104.7356,20
4.34.34.0/23,5419384,6252001,,0,0,80228,39.6888,-105.156,20
4.34.36.0/22,5419384,6252001,,0,0,80203,39.7277,-104.9815,10
4.34.40.0/22,5419384,6252001,,0,0,80211,39.7628,-105.0263,500
4.34.44.0/23,5419384,6252001,,0,0,80211,39.7628,-105.0263,500
4.34.46.0/25,5419384,6252001,,0,0,80211,39.7628,-105.0263,500
4.34.46.128/28,5419384,6252001,,0,0,80211,39.7628,-105.0263,500
4.34.46.144/28,5419384,6252001,,0,0,80203,39.7277,-104.9815,500
4.34.46.160/27,5419384,6252001,,0,0,80211,39.7628,-105.0263,500
4.34.46.192/26,5419384,6252001,,0,0,80211,39.7628,-105.0263,500
4.34.47.0/24,5419384,6252001,,0,0,80211,39.7628,-105.0263,500
4.34.48.0/22,5419384,6252001,,0,0,80209,39.7067,-104.9694,20
4.34.52.0/25,5419384,6252001,,0,0,80209,39.7067,-104.9694,20
4.34.52.128/27,5419384,6252001,,0,0,80207,39.7586,-104.9179,20
4.34.52.160/27,5417598,6252001,,0,0,80919,38.9301,-104.8441,20
4.34.52.192/26,5419384,6252001,,0,0,80209,39.7067,-104.9694,20
4.34.53.0/24,5419384,6252001,,0,0,80209,39.7067,-104.9694,20
4.34.54.0/23,5419384,6252001,,0,0,80209,39.7067,-104.9694,20
4.34.56.0/22,5419384,6252001,,0,0,80209,39.7067,-104.9694,20
4.34.60.0/23,5419384,6252001,,0,0,80209,39.7067,-104.9694,20
4.34.62.0/24,5574991,6252001,,0,0,80302,40.0142,-105.2853,20
4.34.63.0/24,5421250,6252001,,0,0,80111,39.6124,-104.8804,20
4.34.64.0/22,4894465,6252001,,0,0,60030,42.352,-88.055,200
4.34.68.0/23,4894465,6252001,,0,0,60030,42.352,-88.055,200
4.34.70.0/23,5254962,6252001,,0,0,54302,44.5034,-87.9813,200
4.34.72.0/21,5221659,6252001,,0,0,2910,41.7761,-71.4452,500
4.34.80.0/23,5336899,6252001,,0,0,91911,32.6065,-117.058,500
4.34.82.0/23,5380184,6252001,,0,0,93033,34.1649,-119.172,50
4.34.84.0/23,5377995,6252001,,0,0,90650,33.9098,-118.0714,50
4.34.86.0/23,5325423,6252001,,0,0,91702,34.123,-117.8988,50
4.34.88.0/23,5354819,6252001,,0,0,91745,34.0032,-117.9617,50
4.34.90.0/25,5359777,6252001,,0,0,92660,33.6268,-117.8718,50
4.34.90.128/25,5354819,6252001,,0,0,91745,34.0032,-117.9617,50
4.34.91.0/24,5354819,6252001,,0,0,91745,34.0032,-117.9617,50
4.34.92.0/23,5368361,6252001,,0,0,90027,34.1004,-118.2946,50
4.34.94.0/23,5354819,6252001,,0,0,91745,34.0032,-117.9617,50
4.34.96.0/24,4140963,6252001,,0,0,20004,38.8917,-77.0286,50
4.34.97.0/25,4140963,6252001,,0,0,20004,38.8917,-77.0286,50
4.34.97.128/27,4369596,6252001,,0,0,20910,38.9994,-77.0336,50
4.34.97.160/27,4140963,6252001,,0,0,20004,38.8917,-77.0286,50
4.34.97.192/26,4140963,6252001,,0,0,20004,38.8917,-77.0286,50
4.34.98.0/23,4140963,6252001,,0,0,20004,38.8917,-77.0286,50
4.34.100.0/22,4140963,6252001,,0,0,20004,38.8917,-77.0286,50
4.34.104.0/21,4140963,6252001,,0,0,20004,38.8917,-77.0286,50
4.34.112.0/21,5110266,6252001,,0,0,10455,40.8142,-73.9081,10
4.34.120.0/22,5110266,6252001,,0,0,10455,40.8142,-73.9081,10
4.34.124.0/23,5110266,6252001,,0,0,10455,40.8142,-73.9081,10
4.34.126.0/23,5241248,6252001,,0,0,5403,44.4537,-73.1773,10
4.34.128.0/23,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.130.0/30,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.130.4/31,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.130.6/32,5417618,6252001,,0,0,,39.7388,-104.9868,20
4.34.130.7/32,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.130.8/29,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.130.16/28,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.130.32/27,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.130.64/26,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.130.128/25,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.131.0/24,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.132.0/24,4174757,6252001,,0,0,33610,27.9929,-82.403,10
4.34.133.0/24,4168630,6252001,,0,0,33781,27.8407,-82.7155,20
4.34.134.0/25,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.134.128/26,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.134.192/26,4151316,6252001,,0,0,33763,28.0143,-82.7446,20
4.34.135.0/24,4174757,6252001,,0,0,33610,27.9929,-82.403,20
4.34.136.0/21,4180439,6252001,,0,0,30326,33.8486,-84.3557,50
4.34.144.0/20,6252001,6252001,,0,0,,37.751,-97.822,1000
4.34.160.0/20,4696605,6252001,,0,0,76052,32.9567,-97.336,200
4.34.176.0/23,4699575,6252001,,0,0,76054,32.8571,-97.1726,200
4.34.178.0/25,4699575,6252001,,0,0,76054,32.8571,-97.1726,200
4.34.178.128/26,4699575,6252001,,0,0,76054,32.8571,-97.1726,200
4.34.178.192/27,4699575,6252001,,0,0,76054,32.8571,-97.1726,200
4.34.178.224/28,4684888,6252001,,0,0,75207,32.7908,-96.8336,200
4.34.178.240/28,4699575,6252001,,0,0,76054,32.8571,-97.1726,200
4.34.179.0/26,4699575,6252001,,0,0,76054,32.8571,-97.1726,200
4.34.179.64/26,4684888,6252001,,0,0,75254,32.9503,-96.819,200
4.34.179.128/25,4699575,6252001,,0,0,76054,32.8571,-97.1726,200
4.34.180.0/22,4699575,6252001,,0,0,76054,32.8571,-97.1726,200
4.34.184.0/22,4671654,6252001,,0,0,78745,30.2095,-97.7972,200
4.34.188.0/24,4696605,6252001,,0,0,76052,32.9567,-97.336,200
4.34.189.0/24,4535961,6252001,,0,0,73703,36.3933,-97.9158,200
4.34.190.0/24,4553433,6252001,,0,0,74132,36.0656,-96.022,200
4.34.191.0/24,4691930,6252001,,0,0,76179,32.9074,-97.4257,200
4.34.192.0/23,4556793,6252001,,0,0,19015,39.8667,-75.3862,20
4.34.194.0/23,5207728,6252001,,0,0,19605,40.3886,-75.9286,200
4.34.196.0/23,4560349,6252001,,0,0,19145,39.9206,-75.1826,20
4.34.198.0/26,4560349,6252001,,0,0,19145,39.9206,-75.1826,20
4.34.198.64/27,4560349,6252001,,0,0,19145,39.9206,-75.1826,20
4.34.198.96/28,4560349,6252001,,0,0,19145,39.9206,-75.1826,20
4.34.198.112/29,4560349,6252001,,0,0,19145,39.9206,-75.1826,20
4.34.198.120/31,4560349,6252001,,0,0,19145,39.9206,-75.1826,20
4.34.198.122/32,4560349,6252001,,0,0,19131,39.9843,-75.2266,20
4.34.198.123/32,4560349,6252001,,0,0,19145,39.9206,-75.1826,20
4.34.198.124/30,4560349,6252001,,0,0,19145,39.9206,-75.1826,20
4.34.198.128/25,4560349,6252001,,0,0,19145,39.9206,-75.1826,20
4.34.199.0/24,4560349,6252001,,0,0,19145,39.9206,-75.1826,20
4.34.200.0/22,4699066,6252001,,0,0,77092,29.8284,-95.4696,200
4.34.204.0/25,4726206,6252001,,0,0,78223,29.3582,-98.429,200
4.34.204.128/25,4710178,6252001,,0,0,75071,33.1974,-96.6177,200
4.34.205.0/24,4726206,6252001,,0,0,78223,29.3582,-98.429,200
4.34.206.0/23,4735190,6252001,,0,0,77480,29.0415,-95.7004,50
4.34.208.0/20,4155966,6252001,,0,0,33313,26.1481,-80.2088,20
4.34.224.0/25,4781708,6252001,,0,0,23219,37.5463,-77.4378,20
4.34.224.128/26,4781708,6252001,,0,0,23219,37.5463,-77.4378,20
4.34.224.192/26,4369596,6252001,,0,0,20904,39.068,-76.9933,20
4.34.225.0/24,4781708,6252001,,0,0,23219,37.5463,-77.4378,20
4.34.226.0/23,4781708,6252001,,0,0,23219,37.5463,-77.4378,20
4.34.228.0/25,4781708,6252001,,0,0,23219,37.5463,-77.4378,20
4.34.228.128/26,4781708,6252001,,0,0,23219,37.5463,-77.4378,20
4.34.228.192/26,4140963,6252001,,0,0,20026,38.8898,-77.0148,20
4.34.229.0/24,4781708,6252001,,0,0,23219,37.5463,-77.4378,20
4.34.230.0/23,4781708,6252001,,0,0,23219,37.5463,-77.4378,20
4.34.232.0/21,4744709,6252001,,0,0,22204,38.8574,-77.1,20
4.34.240.0/20,4744709,6252001,,0,0,22204,38.8574,-77.1,20
4.35.0.0/23,4585799,6252001,,0,0,29568,33.9064,-78.7934,500
4.35.2.0/24,4180439,6252001,,0,0,30346,33.9297,-84.3308,500
4.35.3.0/24,4585799,6252001,,0,0,29568,33.9064,-78.7934,500
4.35.4.0/23,4478334,6252001,,0,0,28105,35.115,-80.7061,500
4.35.6.0/24,4623560,6252001,,0,0,37064,35.9306,-86.8788,500
4.35.7.0/26,4623560,6252001,,0,0,37064,35.9306,-86.8788,500
4.35.7.64/27,4623560,6252001,,0,0,37064,35.9306,-86.8788,500
4.35.7.96/28,4180439,6252001,,0,0,30308,33.7697,-84.3754,500
4.35.7.112/28,4623560,6252001,,0,0,37064,35.9306,-86.8788,500
4.35.7.128/25,4623560,6252001,,0,0,37064,35.9306,-86.8788,500
4.35.8.0/22,4744709,6252001,,0,0,22206,38.8428,-77.09,100
4.35.12.0/23,4744709,6252001,,0,0,22206,38.8428,-77.09,100
4.35.14.0/23,4355585,6252001,,0,0,21702,39.494,-77.4608,100
4.35.16.0/23,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.18.0/24,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.19.0/26,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.19.64/27,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.19.96/28,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.19.112/29,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.19.120/31,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.19.122/32,5128581,6252001,,0,0,10001,40.7503,-74.0014,100
4.35.19.123/32,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.19.124/30,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.19.128/25,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.20.0/22,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.24.0/25,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.24.128/27,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.24.160/29,4835797,6252001,,0,0,6123,41.7644,-72.6785,100
4.35.24.168/29,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.24.176/28,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.24.192/26,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.25.0/24,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.26.0/23,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.28.0/22,5282297,6252001,,0,0,6801,41.3813,-73.4035,100
4.35.32.0/22,5505411,6252001,,0,0,89014,36.0586,-115.0803,500
4.35.36.0/24,5506956,6252001,,0,0,89102,36.1433,-115.2004,500
4.35.37.0/24,5410438,6252001,,0,0,91367,34.1765,-118.614,500
4.35.38.0/23,5506956,6252001,,0,0,89103,36.115,-115.2165,500
4.35.40.0/21,5410438,6252001,,0,0,91367,34.1765,-118.614,500
